Title,Company,Category,Remote,Seniority,Bottom salary,Top salary,Must haves,Nice to haves
Senior Backend Engineer (Python),CTHINGS.CO,Backend,0,Senior,22000,25000,"Python,Linux,CI/CD,FastAPI,MongoDB,REST API,http,gRPC,Docker,low level linux","Protocols,AWS,IoT,Azure IoT,MQTT,Networking,OSI model,Kubernetes,Terraform,open flow protocol,SD-WAN,quic,http3,webtransport,AWS IoT Core,Azure IoT Hub,CoAP,LwM2M"
Junior Python Developer,z3x Tech Marketing Agency,Fullstack,0,Junior,3000,6000,"Python,Web development,Git",Django
Senior Software Engineer (Python),SpotOn,Backend,0,Senior,22000,30000,"Python,FastAPI,Flask,Service-oriented architecture,ETL,Azure,Cloud Infrastructure,Asynchronous Programming","Kubernetes,Docker"
Senior Python Developer,"SEGRON Automation, s.r.o.",Backend,0,Senior,21834,29113,"Python,Degree,DevOps,Atlassian,Bitbucket,Confluence,Proxy,Git","Linux,Protocols,Robot Framework,Microservices,Ansible,Docker,Jira"
Lead Developer - Python,Aionyx,Backend,1,Expert,21661,30326,"Python,AI,Cloud","Azure,Kafka"
Python Engineer with ML (Senior),VirtusLab,Backend,1,Senior,21000,27000,"Python,CI/CD,MLOps,Azure,Spark,Docker,Kubernetes,ML",Java/Scala
Junior Associate Software Engineer (Python),MicroStrategy Poland Sp z o.o.,Backend,0,Junior,9500,12000,"Communication skills,Team player,Problem solving,Degree,Python","JavaScript,AI,ML,DevOps,PyTorch,Kubernetes,Docker"
Fullstack Developer (Python + Django),Devire,Fullstack,0,Senior,22000,27000,"Python,Django,FastAPI,Flask,JavaScript,React","TypeScript,PostgreSQL,Linux,Bash,Git,Angular,CA,Docker,Kubernetes,Kafka,PHP,Java,C#,Sylius"
Remote Senior Software Engineer with Python,CodiLime,Backend,1,Senior,20500,25000,"Linux,Git,Kubernetes,Communication skills,Python,Docker","Golang,CI/CD,AWS,FastAPI"
Software Developer (Python),Orange Polska,Backend,0,Mid,10000,15000,"Python,Ansible,REST API,Docker,Kubernetes,Terraform",
Python Team Leader (Principal),Volvo Group,Backend,0,Expert,25000,29000,"Python,Microservices,API,Unit testing,TDD,Docker",
Tech Lead / Senior Python Developer,Lingaro,Backend,1,Expert,21840,26880,"Python,Flask,Django,TDD,pytest,MySQL,PostgreSQL,Azure,GCP,Docker",Kubernetes
Unity & Python Backend Engineer,Unit Group,Backend,1,Senior,22260,26308,"UNITY,Python","Cloud,DevOps,Kubernetes,AWS"
Python Developer,Piwik PRO,Backend,1,Mid,19000,24000,"Python,Django,REST API,HTTP,API,RBAC,RabbitMQ,SQL,Clean Code,Docker","pytest,OAuth,SAML,Kubernetes,go lang"
Team Leader / Senior Python Developer,Solwit SA CoC for ALTEN,Backend,1,Senior,22000,28000,"Python,GCP,Django,Fast API",
Python Development Lead,HSBC Technology Poland,Backend,0,Senior,25000,30000,"Degree,Object-oriented programming,Python,Java,C++,C#,MATLAB,Agile,Machine learning,NoSQL",
Senior Python Developer,AffiniServices Kft (Affinitext Inc),Backend,1,Senior,22244,33366,"Python,Git,Linux,ORM,HTTPD,Web development,Relational database,Operating system,GitLab","Flask,PostgreSQL,Docker,AWS,JavaScript,Angular"
Mid Python Developer,PROEXE,Backend,1,Mid,16000,22000,"Degree,Python,Web development,Django,SQL,PostgreSQL,REST API,ORM,Celery,GitLab","Docker,pandas,Microservices architecture"
Software Developer,Jacobs,Backend,0,Mid,,,"PySpark,Java,C,TypeScript,JavaScript,APIS,Python",
Senior Fullstack Python Developer,Grape Up,Fullstack,1,Senior,19800,27700,"Python,SQL,PostgreSQL,JavaScript,TypeScript,React,Redux,REST API,GraphQL,AWS,Terraform,Redux-Saga,API,ECS,AWS ECS,AWS Lambda,AWS S3,Apache Aurora,RDS,Amazon RDS,SQS,Amazon SQS,AWS DynamoDB,AWS CDK","CI/CD,Webpack,Material UI,Unit testing,Selenium,Cypress,BPMN,Serverless computing"
Senior Python Developer (with JS + REST API),1dea,Backend,1,Senior,25200,27720,"Python,Data modeling,Pycharm,JavaScript,HTML,CSS,UI,Jupyter","pandas,AWS,Flask,Django"
Senior Software Engineer (Rust/Python),hyperexponential,Backend,0,Senior,27000,33000,Python,"AWS,Cloud,Python,CI/CD,Golang,Rust,Memcached,Docker"
"System Software Engineer, Python and C/C++ - DL",NVIDIA,AI,1,Senior,,,"Python,C,C++,Design Patterns,Algorithms,Data structures,Analytical skills,Communication skills",
REMOTE Senior Python Developer,apreel Sp. z o.o.,Backend,1,Senior,25200,27720,"Python,Git,Flask,FastAPI,SQL Server,Relational database,Storage,Microsoft Azure,Cloud,Azure DevOps,Azure Functions,Continuous integration,Continuous deployment,Testing,Test-driven development,TDD","JavaScript,Terraform"
Senior Full-stack Python/React Developer,Proxet,Fullstack,1,Senior,20237,28331,"Python,React,TypeScript,JavaScript,PostgreSQL,MySQL,Cassandra,GCP,Cloud,REST API","API,Data engineering"
Python Software Engineer,hyperexponential,Backend,0,Mid,20000,25000,Python,"AWS,Cloud,Rust,Functional programming"
Senior Python Developer,AVENGA,Backend,1,Senior,25200,26880,"Python,Oracle,SQL,Web Services","C++,powershell"
Junior Python Developer,ENYO,Backend,0,Junior,7000,9000,"Python,pandas,Selenium,Excel,Power Pivot,REST API,SQL,Azure",
